disaster,uid,sample_dir,pre_path,post_path,target_path,label_path
guatemala-volcano,00000017,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000017,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000017/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000017/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000017/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000017/label.json
guatemala-volcano,00000018,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000018,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000018/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000018/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000018/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000018/label.json
guatemala-volcano,00000019,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000019,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000019/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000019/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000019/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000019/label.json
guatemala-volcano,00000023,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000023,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000023/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000023/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000023/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000023/label.json
guatemala-volcano,00000024,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000024,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000024/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000024/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000024/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000024/label.json
guatemala-volcano,00000025,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000025,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000025/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000025/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000025/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000025/label.json
guatemala-volcano,00000026,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000026,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000026/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000026/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000026/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000026/label.json
guatemala-volcano,00000027,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000027,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000027/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000027/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000027/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/guatemala-volcano/00000027/label.json
hurricane-florence,00000000,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000000,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000000/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000000/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000000/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000000/label.json
hurricane-florence,00000001,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000001,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000001/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000001/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000001/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000001/label.json
hurricane-florence,00000002,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000002,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000002/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000002/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000002/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000002/label.json
hurricane-florence,00000003,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000003,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000003/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000003/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000003/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000003/label.json
hurricane-florence,00000008,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000008,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000008/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000008/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000008/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000008/label.json
hurricane-florence,00000012,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000012,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000012/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000012/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000012/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000012/label.json
hurricane-florence,00000015,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000015,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000015/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000015/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000015/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000015/label.json
hurricane-florence,00000016,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000016,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000016/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000016/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000016/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000016/label.json
hurricane-florence,00000018,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000018,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000018/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000018/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000018/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000018/label.json
hurricane-florence,00000020,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000020,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000020/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000020/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000020/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000020/label.json
hurricane-florence,00000022,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000022,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000022/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000022/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000022/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000022/label.json
hurricane-florence,00000023,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000023,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000023/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000023/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000023/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000023/label.json
hurricane-florence,00000024,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000024,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000024/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000024/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000024/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000024/label.json
hurricane-florence,00000026,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000026,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000026/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000026/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000026/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000026/label.json
hurricane-florence,00000027,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000027,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000027/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000027/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000027/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000027/label.json
hurricane-florence,00000028,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000028,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000028/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000028/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000028/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000028/label.json
hurricane-florence,00000030,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000030,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000030/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000030/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000030/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000030/label.json
hurricane-florence,00000031,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000031,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000031/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000031/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000031/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000031/label.json
hurricane-florence,00000032,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000032,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000032/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000032/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000032/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000032/label.json
hurricane-florence,00000036,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000036,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000036/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000036/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000036/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000036/label.json
hurricane-florence,00000037,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000037,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000037/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000037/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000037/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000037/label.json
hurricane-florence,00000042,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000042,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000042/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000042/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000042/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000042/label.json
hurricane-florence,00000043,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000043,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000043/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000043/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000043/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000043/label.json
hurricane-florence,00000044,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000044,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000044/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000044/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000044/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000044/label.json
hurricane-florence,00000045,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000045,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000045/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000045/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000045/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000045/label.json
hurricane-florence,00000048,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000048,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000048/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000048/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000048/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000048/label.json
hurricane-florence,00000049,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000049,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000049/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000049/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000049/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000049/label.json
hurricane-florence,00000051,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000051,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000051/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000051/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000051/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000051/label.json
hurricane-florence,00000053,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000053,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000053/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000053/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000053/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000053/label.json
hurricane-florence,00000054,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000054,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000054/pre.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000054/post.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000054/target.png,/home/prosper/Desktop/Python/Projects/Project_019_ResQVision/service/data/processed/train/hurricane-florence/00000054/label.json
