filename,disaster,uid,phase,lon_origin,lat_origin,pixel_width,pixel_height,crs_wkt
hurricane-florence_00000270_post_disaster.png,hurricane-florence,00000270,post,-78.01289777792502,34.67174129711912,4.544211778186833e-06,-4.544211778186833e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000050_pre_disaster.png,hurricane-florence,00000050,pre,-77.89361451556255,34.567315787672364,4.592910757568625e-06,-4.592910757568625e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000050_post_disaster.png,hurricane-florence,00000050,post,-77.89361451556255,34.567315787672364,4.592910757576358e-06,-4.592910757576358e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000068_pre_disaster.png,hurricane-florence,00000068,pre,-77.88488084335386,34.60970986817377,4.5943280883640146e-06,-4.5943280883640146e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000068_post_disaster.png,hurricane-florence,00000068,post,-77.88488084335386,34.60970986817377,4.5943280883640146e-06,-4.5943280883640146e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000214_pre_disaster.png,hurricane-florence,00000214,pre,-77.9337865111347,34.549482985165184,4.59252128380331e-06,-4.59252128380331e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000214_post_disaster.png,hurricane-florence,00000214,post,-77.9337865111347,34.549482985165184,4.59252128380331e-06,-4.59252128380331e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000220_pre_disaster.png,hurricane-florence,00000220,pre,-77.87288954862152,34.64729145645964,4.5936263948322465e-06,-4.5936263948322465e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000220_post_disaster.png,hurricane-florence,00000220,post,-77.87288954862152,34.64729145645964,4.5936263948322465e-06,-4.5936263948322465e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000202_pre_disaster.png,hurricane-florence,00000202,pre,-77.92389278739002,34.55815753976579,4.592765469582664e-06,-4.592765469582664e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000202_post_disaster.png,hurricane-florence,00000202,post,-77.92389278739002,34.55815753976579,4.592765469582664e-06,-4.592765469582664e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000108_pre_disaster.png,hurricane-florence,00000108,pre,-77.84790085583006,34.608476629843224,4.5938327054170065e-06,-4.5938327054170065e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000108_post_disaster.png,hurricane-florence,00000108,post,-77.84790085583006,34.608476629843224,4.5938327054170065e-06,-4.5938327054170065e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000339_pre_disaster.png,hurricane-florence,00000339,pre,-78.022040128506,34.70148420935208,4.5452094078461665e-06,-4.5452094078461665e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000339_post_disaster.png,hurricane-florence,00000339,post,-78.022040128506,34.70148420935208,4.5452094078461665e-06,-4.5452094078461665e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000280_pre_disaster.png,hurricane-florence,00000280,pre,-77.97179588615593,34.67916010024334,4.543963950246709e-06,-4.543963950246709e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000280_post_disaster.png,hurricane-florence,00000280,post,-77.97179588615593,34.67916010024334,4.543963950254085e-06,-4.543963950254085e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000352_pre_disaster.png,hurricane-florence,00000352,pre,-78.00267443829495,34.759402027744656,4.544810706552821e-06,-4.544810706552821e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000352_post_disaster.png,hurricane-florence,00000352,post,-78.00267443829495,34.759402027744656,4.544810706552821e-06,-4.544810706552821e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000021_pre_disaster.png,hurricane-florence,00000021,pre,-77.9400684755037,34.58308156858612,4.59371931762157e-06,-4.59371931762157e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000021_post_disaster.png,hurricane-florence,00000021,post,-77.9400684755037,34.58308156858612,4.593719317626288e-06,-4.593719317626288e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000213_pre_disaster.png,hurricane-florence,00000213,pre,-77.90351258521481,34.5586434897179,4.5926671111152624e-06,-4.5926671111152624e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000213_post_disaster.png,hurricane-florence,00000213,post,-77.90351258521481,34.5586434897179,4.5926671111152624e-06,-4.5926671111152624e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000402_pre_disaster.png,hurricane-florence,00000402,pre,-77.99879133844154,34.725584991338785,4.543748448081732e-06,-4.543748448081732e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000402_post_disaster.png,hurricane-florence,00000402,post,-77.99879133844154,34.725584991338785,4.543748448081732e-06,-4.543748448081732e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000373_pre_disaster.png,hurricane-florence,00000373,pre,-77.98614081772897,34.79271454134681,4.545624474393727e-06,-4.545624474393727e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000373_post_disaster.png,hurricane-florence,00000373,post,-77.98614081772897,34.79271454134681,4.545624474393727e-06,-4.545624474393727e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000246_pre_disaster.png,hurricane-florence,00000246,pre,-77.96623476380101,34.69167245737566,4.544275393326033e-06,-4.544275393326033e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000246_post_disaster.png,hurricane-florence,00000246,post,-77.96623476380101,34.69167245737566,4.544275393326033e-06,-4.544275393326033e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000257_pre_disaster.png,hurricane-florence,00000257,pre,-77.98602553303583,34.709031778415635,4.545023658185149e-06,-4.545023658185149e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000257_post_disaster.png,hurricane-florence,00000257,post,-77.98602553303583,34.709031778415635,4.545023658185149e-06,-4.545023658185149e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000439_pre_disaster.png,hurricane-florence,00000439,pre,-77.91542808138988,34.78478672729059,4.596722650186169e-06,-4.596722650186169e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000439_post_disaster.png,hurricane-florence,00000439,post,-77.91542808138988,34.78478672729059,4.596722650186169e-06,-4.596722650186169e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000254_pre_disaster.png,hurricane-florence,00000254,pre,-78.02789517038931,34.680542254669824,4.544647160659148e-06,-4.544647160659148e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000254_post_disaster.png,hurricane-florence,00000254,post,-78.02789517038931,34.680542254669824,4.544647160659148e-06,-4.544647160659148e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000010_pre_disaster.png,hurricane-florence,00000010,pre,-78.95334987486599,33.64561682098956,4.544193829027693e-06,-4.544193829027693e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
hurricane-florence_00000010_post_disaster.png,hurricane-florence,00000010,post,-78.95334987486599,33.64561682098956,4.544193829027693e-06,-4.544193829027693e-06,"GEOGCS[""WGS 84"",DATUM[""WGS_1984"",SPHEROID[""WGS 84"",6378137,298.257223563,AUTHORITY[""EPSG"",""7030""]],AUTHORITY[""EPSG"",""6326""]],PRIMEM[""Greenwich"",0],UNIT[""degree"",0.0174532925199433],AUTHORITY[""EPSG"",""4326""]]"
